	cherry1	cherry2	gallium1	gallium2
Mca25237	0	0	0	0
Mca25238	0	2	0	0
Mca25239	10	18	28	28
Mca25240	0	0	0	0
Mca25241	0	0	0	0
Mca25242	2403	3082	2003	2481
Mca25243	3785	4583	3364	3997
Mca25244	2011	2295	1544	2051
Mca25245	0	0	0	0
Mca25246	0	0	0	0
Mca25247	0	0	0	0
Mca25248	0	0	0	0
Mca25249	211	272	338	427
Mca25250	0	0	0	0
Mca25251	0	0	0	0
Mca25252	0	0	0	0
Mca25253	0	0	0	0
Mca25254	0	0	0	0
Mca25255	0	0	0	0
Mca25256	0	0	0	0
Mca25257	0	2	0	0
Mca25258	0	2	0	0
Mca25259	0	0	0	0
Mca25260	0	0	0	0
Mca25261	0	0	0	0
Mca25262	0	0	0	0
Mca25263	1121	1546	1795	2116
Mca25264	0	0	0	0
Mca25265	0	0	0	0
Mca25266	0	0	0	0
Mca25267	0	0	0	0
Mca25268	0	0	0	0
Mca25269	0	0	0	0
Mca25270	0	0	0	0
Mca25271	0	0	0	0
Mca25272	0	0	0	0
Mca25273	0	0	0	0
Mca25274	0	0	0	0
Mca25275	0	0	0	0
Mca25276	0	0	0	0
Mca25277	966	1205	1219	1360
Mca25278	1548	1937	1443	1435
Mca25279	0	0	0	0
Mca25280	0	0	0	0
Mca25281	0	0	0	0
Mca25282	0	0	0	0
Mca25283	0	0	0	0
Mca25284	0	0	0	0
Mca25285	0	0	2	0
Mca25286	0	0	0	0
Mca25287	0	0	0	0
Mca25288	1578	1983	1543	1464
Mca25289	2908	3528	2318	2328
Mca25290	0	0	0	0
Mca25291	0	0	1	0
Mca25292	0	0	0	0
Mca25293	0	0	0	0
Mca25294	24	38	2	10
Mca25295	18	40	47	68
Mca25296	0	0	0	0
Mca25297	0	0	0	0
Mca25298	27	64	42	42
Mca25299	0	0	0	0
Mca25300	0	0	0	0
Mca25301	2	1	2	0
Mca25302	0	0	2	4
Mca25303	0	0	0	0
Mca25304	0	0	0	0
Mca25305	0	0	0	0
Mca25306	0	0	0	0
Mca25307	0	0	0	0
Mca25308	3085	3962	2355	2800
Mca25309	24	40	16	4
Mca25310	0	0	0	0
Mca25311	0	0	0	0
Mca25312	0	0	0	0
Mca25313	0	0	0	0
Mca25314	0	0	0	0
Mca25315	0	0	0	0
Mca25316	0	0	0	0
Mca25317	0	0	0	0
Mca25318	0	2	2	0
Mca25319	0	0	0	0
Mca25320	0	0	2	0
Mca25321	0	0	0	0
Mca25322	0	0	8	4
Mca25323	0	0	0	0
Mca25324	0	0	0	0
Mca25325	0	0	2	0
Mca25326	0	0	0	2
Mca25327	0	0	2	0
Mca25328	0	0	0	0
Mca25329	92	153	69	51
Mca25330	0	3	0	0
Mca25331	38	57	6	0
Mca25332	0	0	0	0
Mca25333	0	0	0	0
Mca25334	8	18	4	0
Mca25335	0	0	0	6
Mca25336	0	0	2	0
Mca25337	0	0	0	0
Mca25338	0	0	0	0
Mca25339	0	0	0	0
Mca25340	0	0	0	0
Mca25341	0	0	0	0
Mca25342	0	0	0	0
Mca25343	0	0	0	0
Mca25344	0	0	0	0
Mca25345	0	2	0	0
Mca25346	0	0	0	0
Mca25347	0	0	0	4
Mca25348	0	0	4	10
Mca25349	0	0	0	0
Mca25350	0	0	0	0
Mca25351	3	0	5	3
Mca25352	20	53	43	34
Mca25353	8	18	0	4
Mca25354	17579	27526	14029	12059
Mca25355	0	0	0	0
Mca25356	0	0	0	0
Mca25357	445	608	330	287
Mca25358	105	211	124	149
Mca25359	459	654	615	718
Mca25360	0	2	0	2
Mca25361	0	1	0	0
Mca25362	50711	62655	39855	47281
Mca25363	0	0	0	0
Mca25364	0	0	0	1
Mca25365	0	2	0	3
Mca25366	0	2	0	0
Mca25367	449	482	564	459
Mca25368	0	0	0	0
Mca25369	0	0	0	0
Mca25370	0	0	0	0
Mca25371	0	0	0	0
Mca25372	160	135	276	338
Mca25373	0	0	0	0
Mca25374	0	0	0	0
Mca25375	2	0	0	0
Mca25376	83	68	66	102
Mca25377	0	0	0	2
Mca25378	34	27	0	5
Mca25379	16	28	1	0
Mca25380	3582	4365	4566	5712
Mca25381	1436	1855	2311	3140
Mca25382	0	0	0	0
Mca25383	0	0	0	0
Mca25384	0	0	0	0
Mca25385	0	0	0	0
Mca25386	0	0	0	0
Mca25387	0	0	0	0
Mca25388	0	0	0	0
Mca25389	0	4	0	1
Mca25390	0	0	0	0
Mca25391	54	96	282	422
Mca25392	0	0	0	0
Mca25393	427	674	341	442
Mca25394	618	821	914	975
Mca25395	0	0	0	0
Mca25396	0	0	0	0
Mca25397	0	0	0	0
Mca25398	0	0	0	0
Mca25399	0	0	0	0
Mca25400	3171	4293	3762	4065
Mca25401	12	19	34	39
Mca25402	0	0	0	0
Mca25403	0	0	0	0
Mca25404	0	2	2	4
Mca25405	870	1056	972	1121
Mca25406	1179	1541	1209	1528
Mca25407	1730	2342	2225	2499
Mca25408	2	6	6	12
Mca25409	0	0	0	0
Mca25410	0	0	0	0
Mca25411	0	0	0	0
Mca25412	0	0	0	0
Mca25413	0	1	0	0
Mca25414	1	0	0	2
Mca25415	0	0	0	0
Mca25416	44	56	0	0
Mca25417	0	0	0	0
Mca25418	0	0	0	0
Mca25419	0	0	0	0
Mca25420	0	0	0	0
Mca25421	0	0	2	0
Mca25422	0	0	0	0
Mca25423	0	0	0	0
Mca25424	0	0	0	0
Mca25425	0	0	0	0
Mca25426	0	0	0	0
Mca25427	0	0	0	0
Mca25428	0	0	2	1
Mca25429	0	0	0	0
Mca25430	0	0	0	0
Mca25431	0	0	0	0
Mca25432	0	2	0	0
Mca25433	0	0	0	0
Mca25434	0	0	3	4
Mca25435	0	0	36	30
Mca25436	0	0	9	10
Mca25437	2	0	2	0
Mca25438	0	0	2	2
Mca25439	0	0	0	0
Mca25440	51	91	103	148
Mca25441	0	0	0	0
Mca25442	0	0	0	0
Mca25443	0	0	0	0
Mca25444	0	0	0	0
Mca25445	0	0	0	0
Mca25446	0	0	2	3
Mca25447	0	0	0	0
Mca25448	0	0	0	0
Mca25449	0	0	0	0
Mca25450	0	0	0	0
Mca25451	0	0	0	0
Mca25452	2	2	1	0
Mca25453	0	0	0	0
Mca25454	0	0	0	0
Mca25455	2	4	52	101
Mca25456	0	0	0	0
Mca25457	0	0	0	0
Mca25458	0	0	2	0
Mca25459	0	0	0	0
Mca25460	0	0	0	0
Mca25461	16	23	4	4
Mca25462	0	0	0	0
Mca25463	0	0	0	0
Mca25464	0	0	0	2
Mca25465	6510	7200	9830	7268
Mca25466	684	1092	2224	3521
Mca25467	148	323	783	1341
Mca25468	0	0	0	0
Mca25469	0	0	0	0
Mca25470	0	0	0	0
Mca25471	0	0	0	2
Mca25472	0	0	0	0
Mca25473	0	0	0	0
Mca25474	0	0	0	0
Mca25475	0	0	0	0
Mca25476	0	0	0	0
Mca25477	0	0	0	0
Mca25478	284	336	741	703
Mca25479	0	0	0	4
Mca25480	2	0	0	0
Mca25481	0	0	0	0
Mca25482	0	1	0	0
Mca25483	0	0	0	0
Mca25484	0	2	4	0
Mca25485	2	0	0	0
Mca25486	0	0	0	0
Mca25487	4	6	5	7
Mca25488	0	0	0	0
Mca25489	0	0	0	0
Mca25490	0	0	0	0
Mca25491	16	14	0	0
Mca25492	16	14	0	0
Mca25493	0	0	0	0
Mca25494	6	0	8	9
Mca25495	0	0	0	0
Mca25496	0	0	0	0
Mca25497	0	0	0	0
Mca25498	0	0	12	15
Mca25499	0	0	12	15
Mca25500	0	2	15	20
Mca25501	0	0	0	0
Mca25502	0	0	0	0
Mca25503	0	0	0	0
Mca25504	60	140	152	122
Mca25505	5	25	0	0
Mca25506	0	0	0	2
Mca25507	0	0	0	0
Mca25508	0	0	0	0
Mca25509	0	0	0	0
Mca25510	0	0	0	0
Mca25511	0	0	0	0
Mca25512	26	50	0	0
Mca25513	0	0	0	0
Mca25514	0	0	0	0
Mca25515	0	0	0	0
Mca25516	0	0	0	0
Mca25517	0	0	0	0
Mca25518	0	0	0	0
Mca25519	0	0	0	0
Mca25520	0	0	0	0
Mca25521	0	0	0	0
Mca25522	6	22	0	2
Mca25523	0	0	0	2
Mca25524	0	4	0	0
Mca25525	6	0	2	0
Mca25526	2	0	0	0
Mca25527	0	2	2	0
Mca25528	0	0	0	0
Mca25529	0	0	3	2
Mca25530	369	512	672	853
Mca25531	0	0	2	0
Mca25532	469	539	680	922
Mca25533	3278	4010	3080	3351
Mca25534	0	0	0	0
Mca25535	0	0	0	0
Mca25536	0	0	0	0
Mca25537	1271	1661	1363	1542
Mca25538	0	0	2	2
Mca25539	0	0	20	6
Mca25540	2	0	11	12
Mca25541	0	0	0	0
Mca25542	0	0	0	1
Mca25543	0	0	0	0
Mca25544	0	0	0	0
Mca25545	0	2	3	0
Mca25546	389	578	650	754
Mca25547	0	0	3	7
Mca25548	0	0	0	0
Mca25549	0	0	0	0
Mca25550	0	0	1	0
Mca25551	4	2	0	6
Mca25552	13	11	8	22
Mca25553	667	901	930	1330
Mca25554	0	0	0	2
Mca25555	105	137	241	209
Mca25556	0	0	0	0
Mca25557	0	0	0	0
Mca25558	0	0	0	0
Mca25559	0	0	2	0
Mca25560	2	0	0	0
Mca25561	0	0	0	0
Mca25562	0	0	0	0
Mca25563	0	0	0	0
Mca25564	0	0	0	0
Mca25565	0	0	4	1
Mca25566	0	0	0	0
Mca25567	0	0	0	0
Mca25568	0	0	0	0
Mca25569	0	0	0	0
Mca25570	0	0	0	0
Mca25571	0	0	0	0
Mca25572	0	0	0	0
Mca25573	0	0	0	0
Mca25574	0	0	0	0
Mca25575	0	0	0	0
Mca25576	27	35	69	76
Mca25577	0	0	0	0
Mca25578	3755	4893	5464	6381
Mca25579	0	0	0	0
Mca25580	0	0	0	0
Mca25581	0	0	0	0
Mca25582	0	0	0	0
Mca25583	0	0	0	0
Mca25584	0	0	0	0
Mca25585	0	0	3	21
Mca25586	0	0	30	44
Mca25587	0	0	0	0
Mca25588	0	0	0	0
Mca25589	0	0	0	0
Mca25590	0	0	0	0
Mca25591	187	385	425	510
Mca25592	6	14	10	9
Mca25593	0	0	0	0
Mca25594	0	0	0	0
Mca25595	0	0	0	2
Mca25596	24	62	24	8
Mca25597	0	0	0	0
Mca25598	0	0	0	0
Mca25599	0	0	0	0
Mca25600	0	0	0	0
Mca25601	109	150	130	192
Mca25602	0	0	0	4
Mca25603	0	0	0	0
Mca25604	423	592	816	1216
Mca25605	122	141	109	109
Mca25606	1686	2123	2185	2526
Mca25607	918	1224	1274	1223
Mca25608	0	1	0	0
Mca25609	32	62	61	84
Mca25610	0	0	0	0
Mca25611	0	0	0	0
Mca25612	0	0	0	0
Mca25613	0	0	0	0
Mca25614	1125	1559	1502	1718
Mca25615	2	0	0	0
Mca25616	0	0	0	0
Mca25617	0	0	2	0
Mca25618	0	0	0	0
Mca25619	0	0	4	0
Mca25620	0	0	0	0
Mca25621	4	0	10	10
Mca25622	0	0	0	0
Mca25623	0	0	0	0
Mca25624	0	0	0	0
Mca25625	0	0	0	0
Mca25626	0	0	0	0
Mca25627	0	0	0	0
Mca25628	0	0	0	0
Mca25629	0	0	0	0
Mca25630	0	0	0	2
Mca25631	0	0	0	0
Mca25632	0	0	0	4
Mca25633	0	0	2	0
Mca25634	0	0	0	0
Mca25635	82	98	88	102
Mca25636	848	880	944	1044
Mca25637	0	0	0	0
Mca25638	0	0	0	0
Mca25639	0	0	0	0
Mca25640	0	2	0	2
Mca25641	129	134	193	344
Mca25642	49	62	297	436
Mca25643	0	0	0	0
Mca25644	0	0	0	0
Mca25645	2	0	2	7
Mca25646	0	0	0	0
Mca25647	54	71	37	39
Mca25648	27	29	28	14
Mca25649	300	448	350	400
Mca25650	0	0	0	0
Mca25651	0	0	0	0
Mca25652	0	0	0	0
Mca25653	0	0	0	4
Mca25654	0	0	4	0
Mca25655	0	0	0	0
Mca25656	0	0	0	0
Mca25657	0	0	0	0
Mca25658	0	0	0	0
Mca25659	6	2	2	2
Mca25660	0	0	0	0
Mca25661	252	277	4	6
Mca25662	0	0	0	0
Mca25663	0	0	0	0
Mca25664	0	0	0	0
Mca25665	38	53	11	12
Mca25666	108	104	108	97
Mca25667	0	0	0	2
Mca25668	4549	5938	7502	7867
Mca25669	2	2	3	2
Mca25670	10	11	35	35
Mca25671	0	4	0	0
Mca25672	0	0	0	0
Mca25673	0	0	0	0
Mca25674	0	0	0	0
Mca25675	5	2	27	37
Mca25676	0	0	0	0
Mca25677	2	0	0	0
Mca25678	312	416	572	702
Mca25679	0	0	0	0
Mca25680	0	0	0	0
Mca25681	0	0	2	2
Mca25682	14	28	0	8
Mca25683	538	681	720	872
Mca25684	1104	1513	1229	1568
Mca25685	2230	3213	2795	3050
Mca25686	0	0	4	0
Mca25687	0	0	0	0
Mca25688	0	0	0	0
Mca25689	0	0	0	0
Mca25690	0	0	0	0
Mca25691	0	0	2	0
Mca25692	2	3	0	6
Mca25693	0	1	0	0
Mca25694	0	0	116	104
Mca25695	4	0	63	47
Mca25696	129	220	149	162
Mca25697	461	738	907	1317
Mca25698	4	12	16	13
Mca25699	11	11	11	31
Mca25700	160	230	178	212
Mca25701	0	2	0	0
Mca25702	6	6	8	0
Mca25703	102	146	209	251
Mca25704	0	0	0	0
Mca25705	0	0	0	0
Mca25706	0	0	0	0
Mca25707	0	0	0	0
Mca25708	0	0	0	0
Mca25709	4	10	14	16
Mca25710	3	14	6	7
Mca25711	27	54	41	28
Mca25712	60	88	24	27
Mca25713	1	5	2	1
Mca25714	0	0	0	0
Mca25715	0	0	0	0
Mca25716	0	0	0	0
Mca25717	0	2	0	0
Mca25718	0	0	0	0
Mca25719	2	3	17	8
Mca25720	0	0	10	4
Mca25721	0	0	0	0
Mca25722	4	8	21	36
Mca25723	0	0	0	0
Mca25724	0	0	0	2
Mca25725	12	19	11	0
Mca25726	0	2	3	12
Mca25727	0	0	0	0
Mca25728	0	0	0	0
Mca25729	13	24	54	115
Mca25730	291	318	348	356
Mca25731	0	0	0	0
Mca25732	0	0	0	0
Mca25733	0	0	4	2
Mca25734	0	2	0	2
Mca25735	41	28	43	46
Mca25736	234	323	198	275
Mca25737	0	0	0	0
Mca25738	0	0	0	0
Mca25739	48739	56808	44555	60215
Mca25740	797	1029	1039	1416
Mca25741	0	0	0	0
Mca25742	0	0	2	0
Mca25743	0	0	0	0
Mca25744	0	0	0	4
Mca25745	2438	3236	2972	3774
Mca25746	0	0	0	2
Mca25747	65	88	68	101
Mca25748	210	323	292	338
Mca25749	0	0	0	0
Mca25750	17	49	55	74
Mca25751	0	0	0	0
Mca25752	0	0	0	0
Mca25753	0	0	0	0
Mca25754	0	0	0	0
Mca25755	0	0	0	0
Mca25756	0	0	0	0
Mca25757	0	0	0	0
Mca25758	0	0	0	0
Mca25759	0	0	0	0
Mca25760	0	0	0	0
Mca25761	88	146	162	289
Mca25762	0	2	0	0
Mca25763	0	0	0	0
Mca25764	0	0	0	0
Mca25765	0	8	6	10
Mca25766	407	664	447	486
Mca25767	237	336	375	509
Mca25768	890	1145	778	857
Mca25769	0	0	0	0
Mca25770	0	0	0	2
Mca25771	4	2	27	28
Mca25772	0	0	2	0
Mca25773	0	0	1	0
Mca25774	0	0	0	0
Mca25775	0	0	0	0
Mca25776	0	0	0	0
Mca25777	0	0	0	0
Mca25778	50	62	48	44
Mca25779	4	7	0	2
Mca25780	342	454	605	620
Mca25781	4	8	18	12
Mca25782	0	0	0	0
Mca25783	2	4	10	2
Mca25784	2	0	4	2
Mca25785	0	0	0	2
Mca25786	0	0	0	0
Mca25787	0	0	0	0
Mca25788	0	0	0	0
Mca25789	0	0	0	0
Mca25790	0	0	0	0
Mca25791	0	0	0	0
Mca25792	2	2	0	0
Mca25793	0	6	0	0
Mca25794	0	0	0	0
Mca25795	849	1088	730	788
Mca25796	0	0	0	2
Mca25797	0	0	0	0
Mca25798	1042	1453	1224	1633
Mca25799	0	0	2	1
Mca25800	0	0	188	140
Mca25801	0	0	0	0
Mca25802	0	0	0	0
Mca25803	0	0	0	0
Mca25804	0	0	0	0
Mca25805	1860	1928	1533	1630
Mca25806	0	2	0	0
Mca25807	0	0	0	0
Mca25808	35	27	8	8
Mca25809	0	0	0	0
Mca25810	0	0	2	0
Mca25811	1	0	0	0
Mca25812	1185	1245	931	973
Mca25813	0	0	0	0
Mca25814	0	0	2	4
Mca25815	0	0	0	0
Mca25816	0	10	8	0
Mca25817	0	0	0	0
Mca25818	0	0	0	0
Mca25819	320	495	409	533
Mca25820	2	0	2	6
Mca25821	0	0	0	0
Mca25822	0	0	0	0
Mca25823	2	0	0	0
Mca25824	2	0	0	0
Mca25825	0	0	0	6
Mca25826	0	2	0	0
Mca25827	0	0	0	0
Mca25828	0	0	0	0
Mca25829	672	838	955	1194
Mca25830	0	0	0	0
Mca25831	0	0	0	0
Mca25832	0	4	4	6
Mca25833	0	0	0	0
Mca25834	0	0	2	0
Mca25835	433	680	1069	1547
Mca25836	0	6	4	18
Mca25837	0	0	0	0
Mca25838	0	0	0	0
Mca25839	0	0	0	4
Mca25840	3132	4571	3701	4165
Mca25841	0	0	0	0
Mca25842	0	0	0	0
Mca25843	0	0	0	0
Mca25844	1	0	0	0
Mca25845	0	5	0	0
Mca25846	11	14	0	0
Mca25847	0	0	0	0
Mca25848	0	0	0	0
Mca25849	707	1046	802	948
Mca25850	416	480	1338	1032
Mca25851	594	725	4507	7966
Mca25852	0	0	0	0
Mca25853	2	0	0	1
Mca25854	0	0	0	0
Mca25855	0	0	0	0
Mca25856	0	0	0	0
Mca25857	0	0	0	0
Mca25858	4272	5746	4383	4650
Mca25859	476	578	681	761
Mca25860	0	3	2	0
Mca25861	1	0	2	0
Mca25862	5271	7065	12	8
Mca25863	2	2	5	0
Mca25864	2	2	5	0
Mca25865	22	15	17	8
Mca25866	5	2	22	53
Mca25867	0	4	2	0
Mca25868	0	0	0	0
Mca25869	0	0	0	0
Mca25870	0	0	0	2
Mca25871	0	0	0	0
Mca25872	0	0	0	0
Mca25873	1	0	0	0
Mca25874	0	0	1	0
Mca25875	813	1068	739	1005
Mca25876	0	9	4	6
Mca25877	8	8	6	4
Mca25878	0	0	0	0
Mca25879	0	0	0	0
Mca25880	0	0	0	0
Mca25881	0	0	0	0
Mca25882	0	0	0	0
Mca25883	0	0	0	0
Mca25884	558	749	685	784
Mca25885	1148	1696	1862	2443
Mca25886	0	0	0	0
Mca25887	0	0	0	0
Mca25888	0	0	0	0
Mca25889	0	0	0	0
Mca25890	50	92	75	86
Mca25891	0	0	0	0
Mca25892	0	0	0	0
Mca25893	0	0	0	0
Mca25894	43	121	34	71
Mca25895	9331	12386	7956	8751
Mca25896	313	479	394	507
Mca25897	0	5	12	9
Mca25898	1383	1550	2530	2816
Mca25899	45	64	130	172
Mca25900	0	0	0	0
Mca25901	0	0	0	0
Mca25902	0	0	0	0
Mca25903	10	6	14	19
Mca25904	0	0	0	0
Mca25905	0	0	0	0
Mca25906	0	0	0	0
Mca25907	2	0	0	0
Mca25908	0	0	0	0
Mca25909	0	0	0	0
Mca25910	0	0	0	2
Mca25911	0	0	0	0
Mca25912	27	24	28	22
Mca25913	15	9	0	0
Mca25914	0	0	0	0
Mca25915	0	0	0	0
Mca25916	2	0	11	12
Mca25917	118	251	206	259
Mca25918	1324	1835	1493	1554
Mca25919	14	14	43	68
Mca25920	1647	2275	2309	2961
Mca25921	0	4	3	10
Mca25922	2	0	0	2
Mca25923	0	0	0	0
Mca25924	0	0	0	4
Mca25925	0	2	0	4
Mca25926	0	0	0	1
Mca25927	0	0	0	0
Mca25928	14	12	765	1983
Mca25929	0	0	0	0
Mca25930	0	2	0	0
Mca25931	0	0	0	0
Mca25932	1969	2467	5199	5950
Mca25933	0	0	0	0
Mca25934	0	0	0	0
Mca25935	0	0	0	0
Mca25936	40	45	36	55
Mca25937	0	0	0	0
Mca25938	0	0	0	0
Mca25939	0	0	0	0
Mca25940	0	5	0	0
Mca25941	0	0	0	0
Mca25942	0	0	0	1
Mca25943	0	0	3	2
Mca25944	0	0	2	2
Mca25945	20	20	38	39
Mca25946	0	0	2	0
Mca25947	0	0	2	0
Mca25948	0	0	0	0
Mca25949	0	0	0	0
Mca25950	0	0	0	0
Mca25951	8	12	25	22
Mca25952	0	0	0	0
Mca25953	0	0	0	0
Mca25954	0	0	0	0
Mca25955	0	0	0	2
Mca25956	0	0	0	0
Mca25957	0	0	0	0
Mca25958	2	0	0	3
Mca25959	0	0	0	0
Mca25960	0	0	0	0
Mca25961	0	0	0	0
Mca25962	0	0	0	0
Mca25963	1650	1824	1431	1690
Mca25964	519	640	539	582
Mca25965	1440	1790	1234	1346
Mca25966	0	1	2	2
Mca25967	9	4	14	11
Mca25968	53	83	61	63
Mca25969	247	365	476	604
Mca25970	0	0	0	0
Mca25971	0	0	0	0
Mca25972	0	0	0	0
Mca25973	0	0	0	0
Mca25974	42	62	40	58
Mca25975	68	92	103	143
Mca25976	0	0	0	0
Mca25977	0	0	0	0
Mca25978	0	0	0	0
Mca25979	0	0	0	0
Mca25980	0	0	0	0
Mca25981	2	2	0	4
Mca25982	0	2	6	0
Mca25983	0	0	0	0
Mca25984	0	0	0	0
Mca25985	6	3	26	32
Mca25986	0	0	0	0
Mca25987	0	0	0	0
Mca25988	0	0	0	0
Mca25989	0	0	0	0
Mca25990	0	0	0	0
Mca25991	0	0	0	0
Mca25992	193	281	19	2
Mca25993	1575	1884	466	418
Mca25994	0	0	0	0
Mca25995	54	101	77	100
Mca25996	2051	2288	1881	2465
Mca25997	0	0	0	0
Mca25998	0	0	0	0
Mca25999	0	2	0	0
Mca26000	0	0	0	0
Mca26001	0	0	0	0
Mca26002	0	0	0	0
Mca26003	0	2	0	0
Mca26004	0	0	0	0
Mca26005	0	0	0	0
Mca26006	0	0	0	0
Mca26007	0	0	0	0
Mca26008	0	0	0	0
Mca26009	0	0	0	0
Mca26010	2	0	0	0
Mca26011	3	12	16	41
Mca26012	0	0	0	4
Mca26013	0	0	1225	2105
Mca26014	0	0	0	0
Mca26015	0	0	0	0
Mca26016	0	0	0	0
Mca26017	0	0	0	0
Mca26018	0	0	0	0
Mca26019	0	0	0	0
Mca26020	0	0	0	0
Mca26021	0	2	6	0
Mca26022	38	67	124	229
Mca26023	1012	1357	1594	1746
Mca26024	0	0	0	0
Mca26025	0	0	0	0
Mca26026	2894	3652	2608	3018
Mca26027	0	0	0	0
Mca26028	12	30	0	0
Mca26029	52	69	34	43
Mca26030	0	0	0	0
Mca26031	0	0	0	0
Mca26032	0	0	0	0
Mca26033	6	15	18	14
Mca26034	0	0	0	0
Mca26035	0	0	0	0
Mca26036	2	2	2	0
Mca26037	546	786	563	669
Mca26038	290	309	251	177
Mca26039	660	873	1227	1710
Mca26040	468	744	465	704
Mca26041	34	42	64	69
Mca26042	2	12	12	23
Mca26043	0	0	0	0
Mca26044	0	0	0	0
Mca26045	4	2	14	10
Mca26046	18	28	48	56
Mca26047	0	0	0	2
Mca26048	0	0	0	0
Mca26049	0	0	0	0
Mca26050	0	0	0	1
Mca26051	0	0	0	0
Mca26052	0	0	0	0
Mca26053	4	0	4	10
Mca26054	0	0	0	0
Mca26055	3697	4662	2144	2618
Mca26056	888	1085	1506	1765
Mca26057	0	0	0	0
Mca26058	0	0	0	0
Mca26059	160	206	283	502
Mca26060	0	0	0	0
Mca26061	0	0	0	0
Mca26062	0	0	0	0
Mca26063	0	4	0	0
Mca26064	7	12	0	0
Mca26065	2	2	6	14
Mca26066	0	0	0	0
Mca26067	0	0	0	0
Mca26068	0	0	0	0
Mca26069	0	0	0	0
Mca26070	0	0	0	0
Mca26071	0	0	0	0
Mca26072	4	6	10	15
Mca26073	0	6	10	10
Mca26074	1	0	0	0
Mca26075	165	246	20	22
Mca26076	348	386	58	55
Mca26077	2	0	0	0
Mca26078	0	6	0	0
Mca26079	0	0	123	242
Mca26080	2	2	2	0
Mca26081	0	0	0	0
Mca26082	0	0	0	0
Mca26083	1	0	13	14
Mca26084	0	0	0	0
Mca26085	0	0	0	0
Mca26086	0	0	0	0
Mca26087	0	0	0	0
Mca26088	2	2	6	8
Mca26089	0	0	0	0
Mca26090	28	60	105	101
Mca26091	4	5	0	0
Mca26092	70	56	92	122
Mca26093	0	0	0	0
Mca26094	0	0	0	0
Mca26095	0	0	0	0
Mca26096	0	0	0	0
Mca26097	0	0	0	0
Mca26098	0	0	0	0
Mca26099	129	176	200	109
Mca26100	104	110	116	101
Mca26101	80	121	46	43
Mca26102	0	0	0	0
Mca26103	2	4	16	24
Mca26104	2	4	6	10
Mca26105	4	6	22	8
Mca26106	0	0	0	0
Mca26107	0	0	0	0
Mca26108	7571	9334	5335	5694
Mca26109	0	0	2	0
Mca26110	0	0	0	0
Mca26111	0	0	0	0
Mca26112	0	0	0	0
Mca26113	0	0	0	0
Mca26114	0	0	0	0
Mca26115	0	0	0	0
Mca26116	0	0	0	0
Mca26117	0	0	0	0
Mca26118	0	0	0	0
Mca26119	0	2	0	0
Mca26120	0	0	0	0
Mca26121	4	8	15	14
Mca26122	0	0	0	0
Mca26123	204	319	488	673
Mca26124	5152	6138	3406	3037
Mca26125	37	70	150	178
Mca26126	0	0	0	0
Mca26127	0	0	0	0
Mca26128	82	72	43	61
Mca26129	0	0	0	0
Mca26130	1	0	0	0
Mca26131	0	0	0	0
Mca26132	0	0	0	0
Mca26133	0	0	0	0
Mca26134	148	157	266	366
Mca26135	0	2	1	1
Mca26136	0	2	2	4
Mca26137	0	0	0	2
Mca26138	0	0	0	0
Mca26139	0	0	0	0
Mca26140	0	0	0	0
Mca26141	0	0	0	0
Mca26142	2	0	2	0
Mca26143	0	0	0	0
Mca26144	25	42	34	36
Mca26145	0	0	0	0
Mca26146	22	32	40	59
Mca26147	42	47	65	71
Mca26148	0	0	0	4
Mca26149	0	0	0	0
Mca26150	0	0	0	0
Mca26151	0	0	0	0
Mca26152	0	0	0	0
Mca26153	0	0	0	0
Mca26154	0	0	0	0
Mca26155	0	0	0	0
Mca26156	642	786	1073	1290
Mca26157	0	0	0	0
Mca26158	0	0	0	0
Mca26159	0	0	0	0
Mca26160	564	662	345	397
Mca26161	0	0	2	0
Mca26162	0	0	0	0
Mca26163	0	0	0	0
Mca26164	0	0	0	0
Mca26165	0	0	0	0
Mca26166	12	14	26	48
Mca26167	26	36	50	65
Mca26168	0	0	0	0
Mca26169	0	0	0	0
Mca26170	0	0	0	0
Mca26171	4	6	4	3
Mca26172	0	0	0	0
Mca26173	2	0	2	0
Mca26174	0	0	0	0
Mca26175	0	0	0	0
Mca26176	0	0	0	0
Mca26177	0	4	0	0
Mca26178	0	0	0	0
Mca26179	24	34	14	13
Mca26180	0	0	0	0
Mca26181	0	0	0	0
Mca26182	0	0	0	0
Mca26183	0	0	0	0
Mca26184	0	0	2	0
Mca26185	0	0	0	2
Mca26186	900	1120	867	896
Mca26187	25	32	28	34
Mca26188	0	0	0	0
Mca26189	0	0	0	0
Mca26190	0	0	0	0
Mca26191	0	0	0	0
Mca26192	7	13	122	219
Mca26193	0	0	0	0
Mca26194	0	0	0	0
Mca26195	0	2	0	0
Mca26196	0	0	0	0
Mca26197	0	0	0	0
Mca26198	166	230	516	753
Mca26199	0	0	0	0
Mca26200	0	0	0	0
Mca26201	0	0	0	0
Mca26202	0	0	0	2
Mca26203	0	4	4	6
Mca26204	0	0	0	0
Mca26205	2	0	14	25
Mca26206	0	4	1	4
Mca26207	0	0	0	0
Mca26208	0	0	0	0
Mca26209	0	0	0	0
Mca26210	4	9	0	0
Mca26211	0	0	2	0
Mca26212	0	0	0	0
Mca26213	0	0	0	0
Mca26214	28	26	0	0
Mca26215	17	20	0	0
Mca26216	1	0	0	0
Mca26217	1	0	2	0
Mca26218	0	0	0	0
